V1,AO_Liking,AO_Behavior,AO_Open,C2_Liking,C2_Behavior,C2_Open,C3_Liking,C3_Behavior,C3_Open,C4_Liking,C4_Behavior,C4_Open,C5_Liking,C5_Behavior,C5_Open,C6_Liking,C6_Behvavior,C6_Open,C7_Liking,C7_Behavior,C7_Open,IH,Villain,MAC,Distinctiveness,Consistency,Consensus,DistinctR,ConsistR,ConsenR,PConsensus1,PDistinct1,PConsist1,PConsensus2,PConsensus3,PDistinct2,PDistinct3,PConsist2,PConsist3,AttSpectrum,AttClosed,IntAtt1,IntAtt2,IntAtt3,IntAtt4,StimAtt1,StimAtt2,StimAtt3,CircAtt1,CircAtt2,CircAtt3,CharLike1,CharLike2,CharLike3,CharLike4,StoryLike1,StoryLike2,StoryLike3,StoryLike4,MoralDis1,MoralDis2,MoralDis3,MoralDis4,MoralDis5,Age,Ethnicity,Q102,Q104,Q105,Q106,Condition,Order
R_2vjHKVlAARPHx5f,4.00,4.00,I truthfully have never heard about Agent Orange. Therefore I do not know anything about him.,5.00,6.00,I know that Spider-Man helps out his community when there is crime or when individuals are in need of help. Spider-man is known as a good guy who fights off crime.,4.00,4.00,I have never heard of Artemis. Therefore I do not know whether she is good or bad.,5.00,6.00,Batman is known a good guy who fights off crime. He has super strong powers and can fly.,4.00,4.00,I do not know who Scarlet Witch is. therefore I do not know anything about her or whether she is good or bad.,4.00,4.00,I am not sure who Wolverine is or what he does. The image look semi familiar however I have know knowledge of him.,4.00,4.00,I have never heard of Static before. Therefore I do not know what he does or if he a good or bad character.,1,,,HD,LC,LS,1,0,0,2.00,3.00,3.00,5.00,5.00,6.00,4.00,5.00,3.00,6.00,2.00,4.00,5.00,5.00,3.00,6.00,5.00,5.00,5.00,4.00,5.00,5.00,5.00,4.00,4.00,3.00,3.00,3.00,2.00,5.00,3.00,6.00,4.00,3.00,20.00,1.00,2.00,3.00,2.00,,ImperfectHero,HD/LC/LS
R_3iL89trRDkWxyHy,5.00,6.00,He likes orange and he is a man.,7.00,7.00,"He is Peter Parker, he was bit by a radioactive spider, he falls in love with a girl named Mary Jane",4.00,5.00,She is a woman with red hair,6.00,6.00,"His real name is Bruce, his parents died when he was young, he is rich, he protects Gotham",3.00,3.00,She is a woman with a red outfit on,4.00,6.00,"He is a part of the x-men, he has claws",4.00,6.00,He is a man and it seems like he has electricity-related powers,1,,,LD,HC,HS,0,1,1,2.00,2.00,5.00,2.00,5.00,2.00,2.00,7.00,6.00,7.00,1.00,7.00,5.00,4.00,5.00,4.00,7.00,2.00,1.00,1.00,1.00,4.00,1.00,4.00,5.00,6.00,7.00,6.00,6.00,3.00,2.00,5.00,1.00,4.00,19.00,1.00,2.00,2.00,2.00,,ImperfectHero,LD/HC/HS
R_1JE1DfHFmXWyHlb,4.00,4.00,I have never heard of this character,7.00,5.00,"I know that his parents were killed, he was bitten by a spider and now has special powers and fights bad people...also Andrew Garfield played him in the most recent movies",4.00,4.00,I don't know this perosn,6.00,5.00,"Ben Affleck played him, the Joker, and Bane (my favorite movie)",4.00,4.00,I dont know this character,4.00,4.00,I have never seen a movie with him,4.00,4.00,Don't know this character,1,,,HD,HC,LS,1,1,0,1.00,7.00,7.00,2.00,2.00,6.00,6.00,7.00,7.00,7.00,2.00,5.00,3.00,6.00,5.00,4.00,6.00,3.00,6.00,2.00,6.00,2.00,2.00,2.00,4.00,2.00,2.00,6.00,5.00,2.00,2.00,2.00,2.00,2.00,19.00,1.00,2.00,2.00,2.00,,ImperfectHero,HD/HC/LS
R_1mQ897xvFKpnHto,4.00,5.00,Nothing,6.00,6.00,That he's Peter Parker and he saves New York City from bad guys after he got bit by a radio active spider.,4.00,5.00,Nothing,7.00,6.00,He's Bruce Wayne the billionaire. He fights crime in Gotham City with no superpowers and he has many children who fight as Robin and later other characters. ,5.00,5.00,"She was in that new Avengers movie, Age of Ultron and Captain America: Civil War",6.00,6.00,He's Logan who is part of the X-Men and he has a new movie coming out soon called Logan.,4.00,4.00,Nothing,1,,,LD,HC,LS,0,1,0,2.00,6.00,3.00,2.00,2.00,6.00,2.00,6.00,2.00,4.00,2.00,4.00,4.00,5.00,5.00,6.00,6.00,3.00,1.00,4.00,5.00,4.00,2.00,2.00,4.00,5.00,6.00,5.00,5.00,2.00,4.00,5.00,2.00,2.00,20.00,1.00,2.00,3.00,1.00,2.00,ImperfectHero,LD/HC/LS
R_2tfDci5dKenWqQR,4.00,5.00,nothing,6.00,6.00,hes a kid,3.00,3.00,noting ,3.00,6.00,good but not  a typical superhero,4.00,4.00,nothing,6.00,5.00,never dies and mad a lot ,4.00,4.00,nothing,1,,,LD,HC,HS,0,1,1,5.00,2.00,6.00,5.00,4.00,5.00,2.00,6.00,6.00,7.00,1.00,5.00,6.00,5.00,5.00,5.00,5.00,3.00,4.00,2.00,4.00,3.00,2.00,3.00,4.00,2.00,3.00,3.00,2.00,3.00,2.00,3.00,1.00,4.00,21.00,1.00,2.00,3.00,2.00,,ImperfectHero,LD/HC/HS
R_2fDIMXVvEmCdTJU,4.00,5.00,I've never heard of Agent Orange.,7.00,6.00,Spider-man is a high school student. He was bitten by a radioactive spider and that's how he got his powers.,4.00,5.00,I've never heard about Artemis.,7.00,6.00,"Batman is a superhero form Gotham and his secret identity is Bruce Wayne. He doesn't use guns, despite what the movies are trying to do. He also has a lot of Robins",6.00,5.00,"Scarlet Witch's powers are a mutation, not an experiment. She is also the daughter of Magneto.",6.00,6.00,"I only really know Wolverine from the movies. He has adamantium covering his skeleton, giving him his claws. He also has a fast healing factor. He tends to be grumpy but he cares. ",5.00,6.00,I don't know much about Static unless he is the one from the show Static Shock from a few years ago.,1,,,HD,HC,LS,1,1,0,2.00,4.00,6.00,2.00,2.00,6.00,2.00,6.00,5.00,5.00,1.00,5.00,5.00,5.00,6.00,4.00,4.00,3.00,3.00,4.00,5.00,2.00,2.00,2.00,2.00,3.00,5.00,3.00,2.00,3.00,2.00,6.00,4.00,2.00,21.00,1.00,2.00,3.00,2.00,,ImperfectHero,HD/HC/LS
R_3OlamkK8MYmQ2jP,4.00,4.00,Nothing,6.00,3.00,He is a crime fighting super hero with a bit of a wild side,4.00,4.00,nothing,6.00,6.00,crime fighting super hero who comes out at night,4.00,4.00,nothing,5.00,7.00,he is a good super hero who fights evil and has metal claws that come out of his hand,4.00,4.00,nothing,1,,,LD,HC,LS,0,1,0,1.00,6.00,6.00,3.00,3.00,4.00,2.00,5.00,5.00,3.00,2.00,5.00,6.00,5.00,5.00,6.00,7.00,6.00,3.00,2.00,6.00,3.00,1.00,3.00,3.00,1.00,2.00,1.00,1.00,2.00,2.00,5.00,2.00,3.00,23.00,1.00,2.00,4.00,1.00,2.00,ImperfectHero,LD/HC/LS
R_5cqhhcngbzFtIzv,3.00,3.00,Absolutely nothing but he looks a lil cranky,7.00,6.00,I have seen all of the movies and am very familiar with him as a character.,5.00,5.00,Absolutely nothing.,5.00,6.00,I have seen most of the Batman movies and am pretty familiar with the character.,6.00,3.00,Absolutely nothing.,2.00,5.00,I don't know much about the character but I know he is played by Hugh Jackman in the X-Men films hence why I don't like him. Hugh Jackman is creepy.,2.00,6.00,Absolutely nothing.,1,,,LD,HC,HS,0,1,1,3.00,1.00,7.00,1.00,4.00,6.00,5.00,5.00,5.00,5.00,1.00,5.00,5.00,6.00,6.00,5.00,6.00,7.00,2.00,1.00,6.00,1.00,1.00,2.00,3.00,1.00,1.00,1.00,1.00,3.00,3.00,3.00,1.00,3.00,19.00,1.00,2.00,3.00,1.00,2.00,ImperfectHero,LD/HC/HS
R_2duxMhQ60Mt5Bwp,6.00,6.00,hes orange,7.00,7.00,he saves people,4.00,4.00,nothing,7.00,7.00,he saves people,4.00,4.00,shes a witch,4.00,4.00,i dont know him,4.00,4.00,nothing,1,,,HD,LC,LS,1,0,0,5.00,5.00,5.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,2.00,5.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,5.00,3.00,4.00,4.00,4.00,20.00,1.00,2.00,3.00,2.00,,ImperfectHero,HD/LC/LS
R_1feLpLQrPqtZSE9,4.00,4.00,I have never heard of him,7.00,6.00,I like his backstory and he doesnt get mad even when his friends hurt him,4.00,4.00,i only know the greek goddess version of her,7.00,7.00,"I know his whole backstory, and that he has a lot of money",4.00,4.00,I have never heard of her before,4.00,6.00,I only know the jist of his character,4.00,4.00,I have never heard of him,1,,,HD,LC,LS,1,0,0,2.00,6.00,2.00,2.00,3.00,7.00,7.00,2.00,4.00,5.00,2.00,6.00,4.00,6.00,5.00,3.00,6.00,5.00,3.00,2.00,4.00,4.00,3.00,3.00,4.00,2.00,4.00,2.00,2.00,3.00,6.00,5.00,2.00,5.00,19.00,1.00,2.00,3.00,1.00,2.00,ImperfectHero,HD/LC/LS
R_3dKOHu3KSWxEz9X,4.00,4.00,He is orange,4.00,5.00,Jane,4.00,4.00,Artemis is the roman equivalent to Athena,7.00,6.00,"Everything, I'm a fanatic. He doesn't have super powers, but has instead a strong will and a great deal of resources. He has a ton of different enemies, some of which secretly admire his (like Harley). I have a lot more to say that would exceed 100 words",4.00,4.00,Nothing,5.00,3.00,He's an x man,4.00,4.00,Electricity?,1,,,LD,HC,LS,0,1,0,2.00,2.00,6.00,3.00,2.00,1.00,1.00,6.00,6.00,3.00,3.00,5.00,6.00,7.00,6.00,6.00,2.00,6.00,2.00,3.00,6.00,2.00,1.00,2.00,5.00,2.00,2.00,2.00,1.00,1.00,1.00,3.00,1.00,3.00,21.00,1.00,2.00,3.00,1.00,2.00,ImperfectHero,LD/HC/LS
R_20P77EBrvebkKiL,4.00,4.00,I no nothing. ,5.00,6.00,Childhood comic book icon. ,4.00,4.00,I don't know this character,5.00,5.00,Again another childhood icon. ,4.00,4.00,"Again, I don't know who this is. haha",5.00,5.00,I don't know this character but he seems sassy. ,4.00,4.00,Zero clue who this is as well. ,1,,,HD,HC,LS,1,1,0,7.00,7.00,7.00,2.00,4.00,5.00,5.00,5.00,4.00,4.38,1.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,3.45,6.00,6.00,3.00,5.00,3.00,4.00,3.00,4.00,3.00,4.00,3.00,3.00,5.00,3.00,3.00,25.00,1.00,2.00,4.00,1.00,1.00,ImperfectHero,HD/HC/LS
R_3DjfZTWPhPI8foh,4.00,4.00,idk who he is,7.00,6.00,Spiderman was a highschool kid who was bitten by a spider and recieved super spidy powers!,4.00,4.00,idk who she is,6.00,6.00,Batman is a rich individual with no super powers. However he is the man!,4.00,4.00,idk who she is,5.00,4.00,He is a super hero with knives in his hands. Very strong as well.,6.00,4.00,"I don't know him too well, but I have heard of him.",1,,,LD,HC,HS,0,1,1,6.00,2.00,6.00,2.00,4.00,6.00,6.00,4.00,4.00,7.00,2.00,7.00,7.00,7.00,7.00,5.00,7.00,7.00,3.00,2.00,5.00,4.00,2.00,4.00,4.00,5.00,5.00,5.00,5.00,3.00,4.00,5.00,2.00,4.00,21.00,2.00,1.00,3.00,1.00,4.00,ImperfectHero,LD/HC/HS
R_3PHJOKJVvmCkxmT,4.00,4.00,I don't recognize him.,5.00,6.00,"Spider man is a good person, he loves his family, but sometimes too sentimental.",4.00,4.00,I don't know her.,6.00,6.00,Batman owns a huge business and he is rich. He lost his parents when he was a little boy.,3.00,3.00,Sister of quick silver.,6.00,6.00,"Wolverine has the ability of regeneration. He died at 2020s, a girl named X23 replaced him.",4.00,4.00,I don't know him.,1,,,HD,LC,LS,1,0,0,3.00,6.00,3.00,3.00,6.00,7.00,5.00,2.00,2.00,5.00,2.00,4.00,6.00,6.00,4.00,7.00,5.00,7.00,5.00,2.00,6.00,4.00,2.00,2.00,4.00,6.00,6.00,3.98,6.00,5.00,3.00,6.00,5.00,6.00,21.00,11.00,2.00,3.00,2.00,,ImperfectHero,HD/LC/LS
R_2VdsvWaFKDL4aGA,4.00,4.00,I've never heard of Agent Orange before.,4.00,6.00,Don't really know much about Spider-Man.,4.00,4.00,I don't know who Artemis is.,4.00,6.00,I've heard of Batman before but don't know anything about him.,4.00,4.00,I've never heard of Scarlet Witch.,4.00,4.00,I don't know what Wolverine is.,4.00,4.00,Have no clue who Static is.,1,,,LD,LC,LS,0,0,0,3.00,5.00,6.00,6.00,4.00,4.00,4.00,3.00,5.00,5.00,2.00,5.00,4.00,5.00,4.00,5.00,5.00,5.00,4.00,4.00,5.00,4.00,3.00,3.00,4.00,2.00,3.00,2.00,1.00,3.00,5.00,6.00,2.00,4.00,19.00,1.00,2.00,1.00,2.00,,ImperfectHero,LD/LC/LS
R_TpVI7eSyRIzOMWB,4.00,4.00,nothing,6.00,7.00,Spider-man is a good super hero. ,4.00,4.00,nothing,6.00,6.00,He saved citizens on boats that were going to be blown up by the joker. ,4.00,4.00,nothing,4.00,4.00,nothing,4.00,4.00,nothing,1,,,LD,LC,LS,0,0,0,5.00,7.00,3.00,7.00,5.00,6.00,7.00,1.00,2.00,1.00,2.00,2.00,3.00,5.00,3.00,6.00,5.00,6.00,5.00,7.00,5.00,4.00,4.00,4.00,6.00,4.00,4.00,3.00,3.00,5.00,5.00,6.00,2.00,5.00,19.00,1.00,2.00,2.00,2.00,,ImperfectHero,LD/LC/LS
R_1LkFQa8vMyGzVry,4.00,4.00,i do not know anythng about agent orange ,7.00,6.00,He a hero,4.00,4.00,Dont know artemis ,7.00,6.00,He is from gothm city,4.00,4.00,Dont know anything about scarlet witch ,4.00,4.00,Dont know much about him ,4.00,4.00,Dont know much ,1,,,LD,HC,HS,0,1,1,3.00,3.00,3.00,1.00,4.00,4.00,3.00,4.00,3.00,5.00,3.00,2.00,3.00,2.00,3.00,2.00,3.00,4.00,3.00,4.00,3.00,4.00,3.00,3.00,3.00,4.00,3.00,4.00,4.00,4.00,3.00,3.00,2.00,3.00,19.00,2.00,2.00,2.00,2.00,,ImperfectHero,LD/HC/HS
R_31FLBwfSsNTfz8V,4.00,4.00,I do not know anything about agent orange. ,4.00,5.00,"Got bit by a spider, freelanced as a under ground wrestler,lost a loved one, duel personality ""super hero"", is in love with a childhood crush  ",4.00,4.00,I do not know anything about Artemis.,4.00,5.00,"lost loved ones, learned Martial Arts, uses company to fund R&D, is in love with a childhood crush.  ",4.00,4.00,I do not know anything about Scarlet Witch.,4.00,5.00,"Gov. experiment from mutation from birth, has a brother, is in love with a childhood crush.",4.00,4.00,"I do not now anything about Static.   PS&gt; not sure if it was intentional or not, however, there was no image populated of ""static"".&gt;",,1,,HD,HC,HS,1,1,1,2.00,4.00,4.00,2.00,2.00,4.00,4.00,4.00,4.00,5.00,1.00,7.00,5.00,7.00,7.00,5.00,2.00,6.00,1.00,3.00,6.00,4.00,1.00,4.00,4.00,1.00,2.00,1.00,2.00,1.00,1.00,6.00,4.00,1.00,35.00,1.00,1.00,4.00,1.00,2.00,ClassicVillain,HD/HC/HS
R_2TRBjabKt3cByzj,4.00,4.00,Nothing,6.00,6.00,Gets powers from being bitten by a spider.,4.00,4.00,Nothing,3.00,6.00,His parents died and he paid to get fancy superhero suits,5.00,6.00,Think she was in the second Avengers movie,6.00,6.00,"Played by Hugh Jackman, part of the X-Men",4.00,4.00,Nothing,,1,,HD,HC,HS,1,1,1,7.00,7.00,2.00,2.00,4.00,5.00,6.00,2.00,4.00,7.00,2.00,4.00,3.00,4.00,5.00,5.00,5.00,5.00,4.00,6.00,6.00,5.00,4.00,3.00,5.00,4.00,5.00,5.00,4.00,3.00,2.00,3.00,3.00,2.00,19.00,1.00,2.00,2.00,2.00,,ClassicVillain,HD/HC/HS
R_3knXyjMbfaffmwe,3.00,3.00,he seems evil and like an old school comic strip.I do not know much.,6.00,6.00,he is well liked and well known,2.00,2.00,dont know much about her but she looks evil,5.00,5.00,he fights for the good of humanity.,1.00,1.00,she looks super evil.,2.00,2.00,"is evil, has a mean grimace",2.00,2.00,appears to be evil based off of picture.,,1,,HD,HC,HS,1,1,1,2.00,2.00,6.00,3.00,3.00,3.00,3.00,4.00,4.00,2.00,1.00,2.00,5.00,2.00,2.00,5.00,2.00,2.00,2.00,2.00,5.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,4.00,3.00,2.00,2.00,19.00,1.00,2.00,2.00,2.00,,ClassicVillain,HD/HC/HS
R_2QFII6HmoPnUWSV,4.00,4.00,He's a guy,6.00,7.00,He's the friendly neighborhood spider-man,6.00,6.00,She is the twin of Apollo? ,2.00,5.00,I'm Batman. He's a rich guy with a cool car that's about it,4.00,4.00,I don't know her,5.00,5.00,I'm not the biggest fan of superhero's but I liked the new Logan movie that was well done,4.00,4.00,I'm sorry I'm not more well versed in superheros ,,1,,HD,HC,HS,1,1,1,2.00,2.00,6.00,4.00,2.00,5.00,5.00,6.00,6.00,7.00,1.00,6.00,6.00,6.00,6.00,6.00,5.00,5.00,2.00,2.00,3.00,1.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,22.00,1.00,2.00,4.00,1.00,2.00,ClassicVillain,HD/HC/HS
R_dfYGNf8OFE2VlL3,4.00,4.00,Not much,6.00,6.00,swingy swingy ,4.00,4.00,Not much,6.00,6.00,A lot. He doesn't kill people which is good.,4.00,4.00,Not much,4.00,4.00,Not much. New movie just came out called Logan but havent seen that one yet. ,4.00,4.00,Not much,,1,,HD,HC,HS,1,1,1,4.00,7.00,7.00,6.00,4.00,4.00,4.00,4.00,6.00,4.38,2.00,5.00,5.00,4.00,5.00,5.00,5.00,4.00,5.00,5.00,5.00,4.00,3.00,3.00,4.00,5.00,4.00,4.00,4.00,2.00,4.00,2.00,2.00,4.00,18.00,1.00,2.00,2.00,1.00,2.00,ClassicVillain,HD/HC/HS
R_3h9DLQeifqL45Km,5.00,6.00,I know nothing of him. He seem to look like a good guy though. Not scary at all.,6.00,7.00,I know that he is a good guy and a hero for people. I only know him from his movies. ,1.00,2.00,Nothing other then that her face looks mean so I'm assuming shes a bad guy.,5.00,7.00,I don't know much about Batman other than that he is a good hero. ,1.00,2.00,I don't know anything about this character. Her name has Witch in it so I'm assuming she's mean.,1.00,2.00,Wolverine has to be a bad guy. It's all in the name. ,4.00,4.00,I don't know of him but his name sounds like he uses static electricity to fight off evil or good. ,,1,,HD,HC,HS,1,1,1,2.00,6.00,4.00,5.00,5.00,7.00,7.00,1.00,3.00,5.00,2.00,3.00,5.00,5.00,6.00,7.00,6.00,4.00,2.00,4.00,7.00,3.00,2.00,2.00,4.00,3.00,4.00,5.00,1.00,2.00,3.00,6.00,1.00,5.00,20.00,1.00,2.00,2.00,2.00,,ClassicVillain,HD/HC/HS
R_3n7P82PI4Lt82vG,4.00,4.00,I know nothing about him. ,6.00,6.00,He a regular guy who was bit by a spider causing him to turn into a super hero. He has relationship problems and of course backlash from the city. ,4.00,4.00,I have no idea who she is. ,7.00,5.00,He was a rich orphan who wanted to fight crime in Gotham. ,4.00,4.00,I don't know who she is. ,5.00,4.00,"I have never seen the comics for Wolverine, only the life action movies. ",4.00,4.00,I have no idea who this character is. ,,1,,HD,HC,HS,1,1,1,7.00,2.00,6.00,4.00,2.00,6.00,4.00,4.00,4.00,3.00,2.00,5.00,4.00,5.00,5.00,5.00,7.00,7.00,2.00,2.00,4.00,1.00,1.00,1.00,1.00,1.00,5.00,1.00,5.00,2.00,5.00,5.00,2.00,3.00,19.00,1.00,2.00,2.00,1.00,2.00,ClassicVillain,HD/HC/HS
R_3fIEFjcVRR0jdBt,4.00,4.00,Nothing,5.00,6.00,I've seen the Spider-Man movies and liked them.,4.00,4.00,Nothing.,5.00,7.00,He is a superhero with a double life. A normal citizen and a superhero when the town is in trouble.,4.00,4.00,Nothing.,4.00,4.00,Nothing.,4.00,4.00,Nothing.,,1,,HD,HC,HS,1,1,1,2.00,6.00,4.00,1.00,4.00,6.00,7.00,4.00,3.00,1.00,2.00,3.00,2.00,7.00,4.00,1.00,7.00,1.00,4.00,2.00,6.00,4.00,3.00,2.00,4.00,5.00,4.00,5.00,5.00,4.00,3.00,5.00,4.00,4.00,19.00,1.00,2.00,2.00,2.00,,ClassicVillain,HD/HC/HS
R_2QhAw03qd5Y71dm,4.00,3.00,I don't know anything about Agent Orange,6.00,6.00,He helps people in need or people in trouble with powers that he was given when a spider from a lab bit him.,4.00,4.00,I dont know anything about Artemis,5.00,5.00,"He helps people, i believe.",4.00,4.00,I do not know anything,4.00,4.00,I do not know anything,4.00,4.00,I do not know anything about static,,1,,HD,HC,HS,1,1,1,5.00,3.00,7.00,3.00,4.00,5.00,6.00,6.00,6.00,5.00,2.00,4.00,4.00,7.00,6.00,7.00,6.00,5.00,4.00,3.00,6.00,4.00,2.00,4.00,3.00,6.00,6.00,6.00,5.00,5.00,5.00,7.00,5.00,5.00,18.00,1.00,2.00,1.00,2.00,,ClassicVillain,HD/HC/HS
R_2SiYwux6INVgAWy,4.00,4.00,hes orange,6.00,6.00,he shoots webs out of his wrist,4.00,4.00,shes a woman,6.00,6.00,hes on tv alot,4.00,4.00,shes a woman,6.00,6.00,hugh jackson plays him,4.00,4.00,theres no picture,,1,,LD,LC,HS,0,0,1,6.00,6.00,5.00,3.31,3.99,5.31,4.70,3.52,4.01,4.00,3.00,6.00,3.00,5.00,5.00,4.00,5.00,3.00,4.00,4.00,4.00,4.00,2.00,3.00,4.00,5.00,4.00,3.00,4.00,4.00,3.00,5.00,2.00,6.00,20.00,1.00,1.00,2.00,2.00,,ClassicVillain,LD/LC/HS
R_3ExQlsqISnFzZ6u,4.00,6.00,I do not know anything about him. I have never heard of him before.,5.00,7.00,I know that he got bit by a spider and now has super powers that allow him to crawl on walls and swing on rope webs. ,4.00,4.00,"I know nothing about her, I have not heard of her until just now. ",7.00,7.00,I know that his name is Bruce Wayne and that he is the protector of Gotham City. He has a sidekick named Robin and his arch nemesis is a villain called the Joker. ,4.00,4.00,I have never heard of her until just now. ,4.00,6.00,I know that he has super healing and protract knives out of his knuckles. ,4.00,4.00,I have never heard of Static. ,,1,,LD,LC,HS,0,0,1,2.00,6.00,2.00,2.00,2.00,2.00,3.00,1.00,2.00,5.00,1.00,7.00,6.00,6.00,6.00,4.00,3.00,4.00,3.00,2.00,5.00,3.00,2.00,2.00,2.00,5.00,6.00,6.00,5.00,2.00,4.00,3.00,2.00,4.00,21.00,1.00,1.00,3.00,1.00,2.00,ClassicVillain,LD/LC/HS
R_3JFAdsrrb8WckBy,4.00,4.00,Not too much. A film,5.00,5.00,Not too much. It's popular in the world,4.00,4.00,Don't know,5.00,5.00,It's popular in America,4.00,4.00,Don't know,4.00,4.00,Don't know,4.00,4.00,Don't know,,1,,HD,LC,HS,1,0,1,3.00,5.00,2.00,6.00,6.00,5.00,5.00,2.00,2.00,2.00,3.00,5.00,3.00,4.00,3.00,5.00,6.00,4.00,3.00,2.00,4.00,4.00,4.00,4.00,4.00,5.00,5.00,4.00,3.00,4.00,5.00,3.00,3.00,5.00,23.00,11.00,2.00,3.00,1.00,2.00,ClassicVillain,HD/LC/HS
R_2bZYGQag0XlZUS5,4.00,6.00,I know nothing about Agent Orange besides the fact that he is probably a Super Hero. ,6.00,6.00,"Peter Parker was a normal student, until he was bit by a spider on a field trip. He then developed powers like the use of spider webs to shoot out and help him move through the air and trap villains. He wears a red suit, is in love with M.J. and his parents died when he was younger. ",4.00,4.00,I know nothing about Artemis,7.00,6.00,"Batman is the dark knight, a watchful protector of Gotham City. He is described as the hero the city deserves but does not need. Bruce Wayne is his true identity, his parents were Thomas and Martha. He realized his true destiny was to serve and protect Gotham City while he was in college at Princeton. ",4.00,4.00,Nothing,4.00,5.00,"Hugh Jackman played him in The Avengers, he has long claws as hands.",4.00,4.00,I have never heard of Static,,1,,LD,HC,LS,0,1,0,3.00,6.00,7.00,2.00,5.00,6.00,6.00,6.00,7.00,6.00,1.00,7.00,6.00,7.00,6.00,5.00,5.00,5.00,3.00,3.00,5.00,3.00,2.00,3.00,5.00,4.00,3.00,4.00,3.00,5.00,5.00,3.00,3.00,5.00,21.00,1.00,1.00,3.00,2.00,,ClassicVillain,LD/HC/LS
R_3QKTo6eRx78zsvG,4.00,5.00,He is a comic book character,7.00,7.00,Famous superhero that helps others and has a love interest. He climbs a lot of walls,4.00,4.00,I do not know about her,6.00,6.00,"He is a ""badass"" character",4.00,3.00,I do not know much but she looks like a villain,5.00,4.00,I only recognize wolverine,4.00,4.00,I do not know static,,1,,HD,LC,HS,1,0,1,1.00,6.00,6.00,1.00,1.00,7.00,5.00,1.00,2.00,6.00,2.00,7.00,6.00,6.00,7.00,2.00,6.00,6.00,1.00,2.00,6.00,2.00,3.00,1.00,2.00,1.00,4.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,21.00,1.00,2.00,3.00,2.00,,ClassicVillain,HD/LC/HS
R_3EG4VbJDv1U73j3,4.00,4.00,I know nothing about agent orange,2.00,6.00,i know that spider man uses his abilities to help/save people,4.00,4.00,I don't know anything about Artemis.,4.00,6.00,I never watched the movies but i know that Batman is supposed to be the protagonist/hero.,4.00,4.00,Nothing,4.00,4.00,I do not know anything about Wolverine.,4.00,4.00,I do not know anything about Static.,,1,,LD,HC,LS,0,1,0,2.00,5.00,7.00,1.00,2.00,6.00,1.00,7.00,6.00,5.00,2.00,7.00,7.00,7.00,7.00,2.00,4.00,1.00,1.00,2.00,3.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,2.00,1.00,1.00,1.00,1.00,2.00,20.00,1.00,2.00,2.00,2.00,,ClassicVillain,LD/HC/LS
R_1N3M1oEBsKCeNhJ,4.00,4.00,I have almost no knowledge of Agent Orange,6.00,6.00,I know that he is one of the most interesting super heroes in the comic book world,4.00,4.00,I know very little about Artemis,7.00,6.00,I know that Batman is a billionaire playboy that spends his free time fighting crime,4.00,4.00,I know very little about Scarlet Witch,7.00,6.00,I know that Wolverine is a former military-type test subject that went rogue and eventually ended up as an X-Men member,4.00,4.00,I know almost nothing about Static,,1,,LD,LC,LS,0,0,0,7.00,4.00,5.00,3.00,4.00,6.00,4.00,2.00,5.00,4.00,1.00,6.00,5.00,5.00,4.00,5.00,5.00,5.00,5.00,3.00,4.00,5.00,3.00,4.00,4.00,6.00,6.00,6.00,6.00,4.00,5.00,5.00,2.00,4.00,24.00,1.00,1.00,4.00,2.00,,ClassicVillain,LD/LC/LS
R_wRh2iWLG2Lyol45,3.00,4.00,he wears a mask and it looks like he has spikes on his body ,5.00,5.00,he shoots webs ,3.00,3.00,she has red hair ,4.00,5.00,he shines the batman symbol in the sky ,3.00,4.00,she is wearing a red cape and gloves,4.00,4.00,He wears gold and blue,4.00,4.00,I do not know anything about static ,,1,,LD,LC,HS,0,0,1,5.00,6.00,7.00,5.00,3.00,7.00,7.00,5.00,7.00,5.00,1.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,4.00,2.00,6.00,3.00,2.00,2.00,4.00,2.00,2.00,1.00,2.00,1.00,5.00,5.00,1.00,6.00,21.00,1.00,2.00,4.00,2.00,,ClassicVillain,LD/LC/HS
